Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,CTR,CPC,CPL,ROAS
A1188,data analytics course,140,3359,182.13,29,7,0.045,1973,,Pune,desktop,data analitics online,0.041679071,1.300928571,6.280344828,10.83292154
A1189,data analytics course,198,3700,220.67,14,5,0.046,1531,,Hyderabad,mobile,analytics for data,0.053513514,1.114494949,15.76214286,6.937961662
A1190,data analytics course,196,3835,218.07,10,9,0.041,1871,,Hyderabad,tablet,online data analytic,0.051108214,1.112602041,21.807,8.579813821
A1191,data analytics course,140,5638,208.02,22,5,0.046,1652,18-11-2024,Delhi,desktop,data anaytics training,0.024831501,1.485857143,9.455454545,7.941544082
A1192,data analytics course,157,5825,230.6,16,3,0.019,1041,16-11-2024,Pune,desktop,data anaytics training,0.02695279,1.468789809,14.4125,4.514310494
A1193,data analytics course,91,5428,248.38,11,3,0.033,1835,,Hyderabad,tablet,learn data analytics,0.016764923,2.729450549,22.58,7.38787342
A1194,data analytics course,140,3571,238.12,21,9,0.064,1762,,Hyderabad,desktop,learn data analytics,0.039204705,1.700857143,11.33904762,7.399630438
A1195,data analytics course,154,3638,182.17,11,8,0.056,1413,04-11-2024,Hyderabad,mobile,online data analytic,0.042330951,1.182922078,16.56090909,7.75649119
A1196,data analytics course,133,4505,200.52,23,3,0.039,1562,,Hyderabad,tablet,analytics for data,0.029522752,1.507669173,8.71826087,7.789746659
A1197,data analytics course,139,5016,238.59,26,9,0.046,1620,20-11-2024,Delhi,mobile,data analitics online,0.027711324,1.71647482,9.176538462,6.789890607
A1198,data analytics course,141,3071,208.2,10,6,0.043,1647,,Pune,tablet,data analitics online,0.045913383,1.476595745,20.82,7.910662824
A1199,data analytics course,135,5682,215.57,30,3,0.046,1445,,Delhi,tablet,data anaytics training,0.02375924,1.596814815,7.185666667,6.703159067
A1200,data analytics course,199,5067,247.38,24,8,0.059,1365,,Delhi,mobile,analytics for data,0.039273732,1.243115578,10.3075,5.517826825
A1201,data analytics course,138,3971,184.87,28,3,0.022,1718,07-11-2024,Delhi,tablet,learn data analytics,0.034751952,1.339637681,6.6025,9.293016714
A1202,data analytics course,175,4481,236.38,21,10,0.057,1257,,Hyderabad,desktop,data analytics course,0.039053783,1.350742857,11.25619048,5.317708774
A1203,data analytics course,170,5476,186.29,25,4,0.024,1731,,Hyderabad,mobile,analytics for data,0.031044558,1.095823529,7.4516,9.291964142
A1204,data analytics course,138,4426,203.75,24,10,0.072,1838,05-11-2024,Hyderabad,mobile,data analytics course,0.031179394,1.476449275,8.489583333,9.020858896
A1205,data analytics course,108,4080,247.8,18,4,0.037,1363,30-11-2024,Delhi,tablet,online data analytic,0.026470588,2.294444444,13.76666667,5.500403551
A1206,data analytics course,150,4113,219.67,12,7,0.047,1196,22-11-2024,Hyderabad,mobile,learn data analytics,0.03646973,1.464466667,18.30583333,5.444530432
A1207,data analytics course,90,5119,226.58,14,10,0.111,1348,,Pune,desktop,analytics for data,0.017581559,2.517555556,16.18428571,5.949333569
A1208,data analytics course,98,3422,223.55,17,7,0.046,1414,19-11-2024,Pune,tablet,online data analytic,0.028638223,2.281122449,13.15,6.325206889
A1209,data analytics course,130,3327,224.83,13,3,0.023,1668,,Pune,mobile,online data analytic,0.039074241,1.729461538,17.29461538,7.418938754
A1210,data analytics course,199,4518.5,199.98,15,8,0.04,1467,08-11-2024,Hyderabad,tablet,data anaytics training,0.044041164,1.004924623,13.332,7.335733573
A1211,data analytics course,101,3241,183.34,24,7,0.046,1483,,Delhi,tablet,data anaytics training,0.031163221,1.815247525,7.639166667,8.088796771
A1212,data analytics course,118,3970,215.57,27,9,0.076,1036,19-11-2024,Pune,desktop,data analytics course,0.029722922,1.826864407,7.984074074,4.805863525
A1213,data analytics course,199,5734,247.99,18,7,0.046,1455,,Pune,desktop,data analitics online,0.034705267,1.246180905,13.77722222,5.867172063
A1214,data analytics course,183,4001,237.85,23,4,0.022,1430,,Delhi,mobile,online data analytic,0.045738565,1.299726776,10.34130435,6.012192558
A1215,data analytics course,126,4206,233.76,29,10,0.041,1998,06-11-2024,Hyderabad,tablet,online data analytic,0.029957204,1.855238095,8.060689655,8.547227926
A1216,data analytics course,199,4745,215.57,13,9,0.046,1800,28-11-2024,Hyderabad,tablet,analytics for data,0.041938883,1.083266332,16.58230769,8.349955931
A1217,data analytics course,92,4042,200.75,15,7,0.076,1234,24-11-2024,Hyderabad,tablet,learn data analytics,0.022761009,2.182065217,13.38333333,6.146948941
A1218,data analytics course,139,4883,249.61,10,3,0.046,1464,12-11-2024,Hyderabad,tablet,online data analytic,0.028466107,1.795755396,24.961,5.865149633
A1219,data analytics course,92,3748,208.15,14,8,0.087,1297,,Hyderabad,desktop,analytics for data,0.024546425,2.2625,14.86785714,6.231083353
A1220,data analytics course,135,3480,224.94,11,4,0.03,1398,23-11-2024,Delhi,tablet,data analitics online,0.038793103,1.666222222,20.44909091,6.214990664
A1221,data analytics course,177,3007,223.22,30,8,0.045,1766,,Pune,mobile,data analitics online,0.058862654,1.261129944,7.440666667,7.911477466
A1222,data analytics course,117,3380,186.73,21,10,0.055,1958,19-11-2024,Hyderabad,desktop,data anaytics training,0.034615385,1.595982906,8.891904762,10.48572806
A1223,data analytics course,127,4823,194.69,11,10,0.057,1496,,Pune,desktop,data analytics course,0.026332158,1.532992126,17.69909091,7.684010478
A1224,data analytics course,132,4490,202.45,10,7,0.053,1441,10-11-2024,Delhi,mobile,data analitics online,0.029398664,1.533712121,20.245,7.117806866
A1225,data analytics course,102,5149,229.48,27,9,0.088,1137,,Hyderabad,desktop,learn data analytics,0.019809672,2.249803922,8.499259259,4.954680146
A1226,data analytics course,91,4290,213.74,20,10,0.046,1797,,Pune,mobile,online data analytic,0.021212121,2.348791209,10.687,8.407410873
A1227,data analytics course,163,5643,217.4,30,6,0.046,1678,01-11-2024,Pune,desktop,data analitics online,0.028885345,1.333742331,7.246666667,7.71849126
A1228,data analytics course,92,3916,188.1,20,6,0.065,1005,,Hyderabad,desktop,online data analytic,0.023493361,2.044565217,9.405,5.342902711
A1229,data analytics course,165,4551,185.35,30,7,0.046,1662,,Delhi,desktop,data analitics online,0.036255768,1.123333333,6.178333333,8.966819531
A1230,data analytics course,127,3344,201.7,10,8,0.046,1190,,Hyderabad,desktop,analytics for data,0.037978469,1.588188976,20.17,5.899851264
A1231,data analytics course,178,4441,231.97,22,4,0.022,1886,,Hyderabad,mobile,analytics for data,0.040081063,1.303202247,10.54409091,8.130361685
A1232,data analytics course,101,4518.5,234.17,29,5,0.05,1568,27-11-2024,Hyderabad,mobile,data anaytics training,0.022352551,2.318514851,8.074827586,6.695990093
A1233,data analytics course,161,5977,193.27,24,7,0.046,1366,,Delhi,desktop,online data analytic,0.02693659,1.200434783,8.052916667,7.067832566
A1234,data analytics course,95,4562,187.62,24,9,0.095,1239,26-11-2024,Pune,desktop,data anaytics training,0.0208242,1.974947368,7.8175,6.603773585
A1235,data analytics course,85,5099,232.56,28,9,0.046,1526,,Pune,mobile,data anaytics training,0.016669935,2.736,8.305714286,6.561747506
A1236,data analytics course,192,5852,181.05,16,8,0.042,1600,21-11-2024,Hyderabad,desktop,analytics for data,0.032809296,0.94296875,11.315625,8.837337752
A1237,data analytics course,80,3823,181.57,13,4,0.046,1564,,Pune,desktop,online data analytic,0.020925974,2.269625,13.96692308,8.613757779
A1238,data analytics course,191,4612,238.23,20,10,0.052,1531,,Delhi,mobile,learn data analytics,0.041413703,1.247277487,11.9115,6.426562566
A1239,data analytics course,147,5881,196.34,23,7,0.048,1614,,Hyderabad,desktop,data anaytics training,0.024995749,1.335646259,8.536521739,8.220433941
A1240,data analytics course,100,5204,197.53,26,4,0.04,1675,,Pune,tablet,data analytics course,0.019215988,1.9753,7.597307692,8.479724599
A1241,data analytics course,82,5130,233.75,20,9,0.11,1505,,Delhi,mobile,data analitics online,0.015984405,2.850609756,11.6875,6.438502674
A1242,data analytics course,123,5231,202.93,30,10,0.081,1551,23-11-2024,Hyderabad,desktop,online data analytic,0.023513669,1.649837398,6.764333333,7.643029616
A1243,data analytics course,165,5980,248.41,17,3,0.018,1803,,Delhi,tablet,online data analytic,0.027591973,1.505515152,14.61235294,7.25816191
A1244,data analytics course,167,3202,214.87,26,6,0.036,1571,,Hyderabad,desktop,data analitics online,0.052154903,1.286646707,8.264230769,7.311397589
A1245,data analytics course,111,5847,196.71,21,9,0.081,1445,30-11-2024,Hyderabad,mobile,online data analytic,0.018984094,1.772162162,9.367142857,7.345839052
A1246,data analytics course,94,4359,215.57,28,5,0.045,1920,,Pune,tablet,learn data analytics,0.021564579,2.293297872,7.698928571,8.90661966
A1247,data analytics course,179,3185,236.74,29,5,0.046,1156,,Hyderabad,desktop,data analytics course,0.056200942,1.322569832,8.163448276,4.882994002
A1248,data analytics course,166,5592,183.03,22,4,0.024,1636,22-11-2024,Hyderabad,tablet,online data analytic,0.029685265,1.102590361,8.319545455,8.938425395
A1249,data analytics course,90,5062,191.4,23,6,0.046,1775,,Hyderabad,tablet,data analytics course,0.017779534,2.126666667,8.32173913,9.273772205
A1250,data analytics course,106,5830,241.9,29,10,0.035,1897,,Hyderabad,desktop,data anaytics training,0.018181818,2.282075472,8.34137931,7.842083506
A1251,data analytics course,139,4629,236.96,10,6,0.046,1183,,Hyderabad,desktop,data anaytics training,0.030028084,1.704748201,23.696,4.992403781
A1252,data analytics course,158,4780,247.2,23,9,0.046,1005,24-11-2024,Delhi,desktop,learn data analytics,0.033054393,1.564556962,10.74782609,4.065533981
A1253,data analytics course,187,3800,241,16,8,0.043,1842,,Delhi,mobile,analytics for data,0.049210526,1.288770053,15.0625,7.643153527
A1254,data analytics course,95,4096,242.69,26,9,0.095,1550,,Delhi,tablet,online data analytic,0.023193359,2.554631579,9.334230769,6.386748527
A1255,data analytics course,118,3562,231.5,12,3,0.025,1856,,Pune,desktop,data analytics course,0.033127456,1.961864407,19.29166667,8.017278618
A1256,data analytics course,166,3910,191.32,27,7,0.042,1505,,Pune,mobile,analytics for data,0.042455243,1.15253012,7.085925926,7.86640184
A1257,data analytics course,146,5411,201.76,28,7,0.048,1393,,Pune,desktop,data analitics online,0.026982074,1.381917808,7.205714286,6.904242665
A1258,data analytics course,101,4026,219.68,22,9,0.089,1149,,Hyderabad,desktop,analytics for data,0.025086935,2.175049505,9.985454545,5.230335033
A1259,data analytics course,185,3716,218.23,27,7,0.056,1015,,Pune,desktop,online data analytic,0.049784715,1.179621622,8.082592593,4.651056225
A1260,data analytics course,147,5162,186.79,30,7,0.048,1733,,Hyderabad,desktop,analytics for data,0.028477334,1.270680272,6.226333333,9.277798597
A1261,data analytics course,188,3859,211.83,30,9,0.048,1719,28-11-2024,Hyderabad,mobile,online data analytic,0.048717284,1.126755319,7.061,8.114997876
A1262,data analytics course,122,3350,225.89,28,3,0.046,1509,,Hyderabad,desktop,data analitics online,0.03641791,1.851557377,8.0675,6.680242596
A1263,data analytics course,143,5340,215.57,20,9,0.063,1223,05-11-2024,Delhi,tablet,online data analytic,0.026779026,1.507482517,10.7785,5.673331169
A1264,data analytics course,170,3124,234.92,17,3,0.018,1232,,Pune,desktop,data anaytics training,0.054417414,1.381882353,13.81882353,5.244338498
A1265,data analytics course,114,5017,242.62,11,6,0.053,1303,,Pune,mobile,data analitics online,0.022722743,2.128245614,22.05636364,5.37053829
A1266,data analytics course,186,3424,201.81,27,3,0.016,1337,26-11-2024,Pune,desktop,data anaytics training,0.05432243,1.085,7.474444444,6.625043358
A1267,data analytics course,120,4060,210.95,24,9,0.075,1376,05-11-2024,Pune,tablet,data analitics online,0.02955665,1.757916667,8.789583333,6.522872719
A1268,data analytics course,130,5688,212.05,21,5,0.038,1454,,Delhi,desktop,learn data analytics,0.022855134,1.631153846,10.09761905,6.856873379
A1269,data analytics course,178,5029,189.79,25,8,0.045,1510,,Hyderabad,desktop,data anaytics training,0.035394711,1.066235955,7.5916,7.956162074
A1270,data analytics course,196,5476,204.63,19,4,0.02,1288,,Hyderabad,desktop,data anaytics training,0.035792549,1.044030612,10.77,6.29428725
A1271,data analytics course,110,5000,197.89,18,3,0.027,1110,,Hyderabad,desktop,online data analytic,0.022,1.799,10.99388889,5.609176815
A1272,data analytics course,95,4141,207.14,22,3,0.054,1929,11-11-2024,Hyderabad,tablet,learn data analytics,0.022941319,2.180421053,9.415454545,9.312542242
A1273,data analytics course,183,4791,232.97,27,5,0.046,1476,21-11-2024,Pune,desktop,data analitics online,0.038196619,1.273060109,8.628518519,6.335579688
A1274,data analytics course,100,4168,193.6,30,3,0.03,1692,,Hyderabad,desktop,online data analytic,0.023992322,1.936,6.453333333,8.739669421
A1275,data analytics course,187,3741,226.11,27,10,0.053,1342,,Delhi,tablet,learn data analytics,0.049986635,1.209144385,8.374444444,5.935164301
A1276,data analytics course,90,3577,233.54,24,5,0.052,1175,14-11-2024,Hyderabad,tablet,analytics for data,0.025160749,2.594888889,9.730833333,5.031258029
A1277,data analytics course,148,4469,209.76,25,8,0.054,1505,25-11-2024,Delhi,tablet,data analytics course,0.033117028,1.417297297,8.3904,7.174866514
A1278,data analytics course,129,3611,227.82,11,7,0.054,1250,22-11-2024,Hyderabad,tablet,data anaytics training,0.035724176,1.766046512,20.71090909,5.486787815
A1279,data analytics course,120,3947,193.49,15,6,0.05,1305,,Pune,mobile,data anaytics training,0.030402838,1.612416667,12.89933333,6.744534601
A1280,data analytics course,82,4239,191.75,23,8,0.046,1062,22-11-2024,Delhi,mobile,learn data analytics,0.019344185,2.338414634,8.336956522,5.538461538
A1281,data analytics course,145,5973,242.16,12,7,0.048,1508,14-11-2024,Hyderabad,tablet,online data analytic,0.024275908,1.670068966,20.18,6.227287744
A1282,data analytics course,190,4525,188.85,10,5,0.026,1875,,Delhi,tablet,data anaytics training,0.04198895,0.993947368,18.885,9.928514694
A1283,data analytics course,137,4395,241.58,24,4,0.043,1512,06-11-2024,Hyderabad,desktop,online data analytic,0.031171786,1.763357664,10.06583333,6.258796258
A1284,data analytics course,157,3047,222.66,19,3,0.019,1964,,Pune,mobile,data analitics online,0.051526091,1.418216561,11.71894737,8.820623372
A1285,data analytics course,105,5348,226.1,27,5,0.048,1003,,Hyderabad,tablet,learn data analytics,0.019633508,2.153333333,8.374074074,4.436090226
A1286,data analytics course,149,3101,231.44,15,9,0.06,1126,06-11-2024,Hyderabad,tablet,data anaytics training,0.048049016,1.553288591,15.42933333,4.865191842
A1287,data analytics course,159,3693,187.09,24,6,0.038,1256,,Hyderabad,desktop,learn data analytics,0.043054427,1.176666667,7.795416667,6.713346518
A1288,data analytics course,150,5590,215.57,20,8,0.046,1286,,Pune,mobile,data analytics course,0.026833631,1.437133333,10.7785,5.965579626
A1289,data analytics course,139,5277,227.46,10,5,0.046,1541,,Hyderabad,tablet,data analitics online,0.026340724,1.636402878,22.746,6.77481755
A1290,data analytics course,98,4653,205.84,29,5,0.051,1866,,Delhi,mobile,data analitics online,0.021061681,2.100408163,7.097931034,9.065293432
A1291,data analytics course,86,3513,211.16,22,7,0.046,1917,,Hyderabad,desktop,data analytics course,0.024480501,2.455348837,9.598181818,9.078423944
A1292,data analytics course,128,5772,235.54,20,10,0.078,1215,,Hyderabad,desktop,data anaytics training,0.022176022,1.84015625,11.777,5.158359514
A1293,data analytics course,105,5840,236.56,22,8,0.047,1811,,Pune,tablet,data analytics course,0.017979452,2.252952381,10.75272727,7.655563071
A1294,data analytics course,90,4518.5,249,21,10,0.046,1245,,Hyderabad,mobile,data analytics course,0.019918114,2.766666667,11.85714286,5
A1295,data analytics course,89,5158,211.76,20,5,0.056,1119,,Hyderabad,desktop,online data analytic,0.01725475,2.379325843,10.588,5.284284095
A1296,data analytics course,119,3489,194.36,14,3,0.055,1633,,Hyderabad,mobile,data analytics course,0.034107194,1.633277311,13.88285714,8.401934554
A1297,data analytics course,173,3977,229.82,30,5,0.037,1584,22-11-2024,Hyderabad,desktop,learn data analytics,0.043500126,1.328439306,7.660666667,6.892350535
A1298,data analytics course,95,3397,181.89,20,7,0.074,1560,,Hyderabad,tablet,data analytics course,0.027965852,1.914631579,9.0945,8.576612238
A1299,data analytics course,112,5194,245.97,10,5,0.045,1016,,Pune,tablet,data anaytics training,0.021563342,2.196160714,24.597,4.130585031
A1300,data analytics course,134,3007,217.53,10,5,0.037,1371,,Pune,mobile,data anaytics training,0.044562687,1.623358209,21.753,6.302578955
A1301,data analytics course,113,5721,216.7,11,6,0.053,1743,17-11-2024,Delhi,desktop,data anaytics training,0.019751792,1.917699115,19.7,8.043377942
A1302,data analytics course,157,3546,189.11,16,5,0.032,1333,,Pune,mobile,data analitics online,0.04427524,1.204522293,11.819375,7.048807572
